"customer_id","last_purchase","frequency","monetary"
"12527","9/19/11 11:55","3","348.71"
"12528","8/17/11 12:30","6","1933.48"
"12530","8/8/11 10:59","4","1662.28"
"12531","11/25/11 11:12","1","125.22"
"12532","11/9/11 13:47","1","349.83"
"12534","8/1/11 10:26","1","1089.18"
"12535","9/9/11 8:48","2","716.35"
"12536","10/27/11 14:20","3","12601.83"
"12538","11/10/11 17:16","1","363.95"
"12539","3/22/11 16:00","4","5568.35"
"12540","9/8/11 13:38","17","13400.24"
"12541","6/19/11 15:59","3","981.18"
"12544","11/3/11 16:15","1","372.7"
"12545","9/25/11 13:39","2","1000.39"
"12546","9/23/11 9:44","2","1161.5"
"12547","5/26/11 12:38","2","207.8"
"12548","6/26/11 15:35","1","95.2"
"12550","9/21/11 14:35","1","964.83"
"12551","12/17/10 11:23","1","168"
"12552","11/1/11 10:02","2","437.82"
"12553","8/21/11 14:42","10","3692.28"
"12556","7/11/11 13:35","2","603.71"
"12557","7/4/11 13:19","5","11990.96"
"12558","12/2/11 10:41","1","269.96"
"12559","2/2/11 9:49","2","561.71"
"12560","8/19/11 15:22","3","2134.01"
"12561","2/10/11 11:39","1","238.85"
"12562","9/19/11 9:15","7","3781.74"
"12564","3/23/11 14:55","1","456.9"
"12565","2/24/11 10:34","1","145.92"
"12566","9/14/11 14:30","1","351.65"
"12567","9/4/11 14:22","10","9401.28"
"12569","9/8/11 15:22","32","4124.69"
"12571","8/10/11 12:35","2","519.61"
"12572","12/1/11 9:20","2","1020.42"
"12573","4/26/11 15:52","1","160.54"
"12574","1/28/11 9:20","1","218.45"
"12576","9/5/11 10:06","5","1315.83"
"12577","12/15/10 16:21","3","657.8"
"12578","11/18/11 13:30","2","2794.51"
"12579","9/22/11 17:15","1","440.42"
"12580","4/7/11 10:24","1","415.7"
"12581","10/31/11 8:56","1","197.71"
"12582","4/15/11 8:45","2","511.36"
"12583","9/30/11 12:58","15","7281.38"
"12584","9/20/11 13:21","9","2338.15"
"12585","4/19/11 13:39","2","2040.1"
"12586","11/22/11 16:24","1","196.94"
"12587","12/2/11 12:47","1","144"
"12588","10/31/11 15:01","1","214.9"
"12589","7/18/11 12:05","2","646.68"
"12590","5/12/11 14:52","2","9864.26"
"12591","1/26/11 14:35","1","452.85"
"12592","9/8/11 15:04","2","437.6"
"12593","8/23/11 12:43","3","418.1"
"12594","8/10/11 14:26","10","3338.22"
"12596","4/11/11 13:22","2","618.27"
"12597","6/9/11 16:04","4","3811.22"
"12598","9/29/11 16:52","8","3023.08"
"12599","8/5/11 12:38","7","1032.58"
"12600","9/16/11 14:20","10","2599.04"
"12601","6/3/11 10:17","5","577.06"
"12602","10/12/11 11:22","1","153.12"
"12603","11/18/11 10:42","1","739.2"
"12604","9/21/11 14:08","2","254.18"
"12607","10/10/11 16:06","1","1579.51"
"12609","9/22/11 16:34","3","1126.85"
"12610","8/5/11 13:52","5","2099.54"
"12611","10/18/11 13:12","1","1193.32"
"12612","9/26/11 15:35","1","704.04"
"12613","5/26/11 9:18","5","3344.38"
"12614","3/7/11 10:22","1","315.6"
"12615","9/29/11 10:23","4","2291.19"
"12616","9/5/11 15:17","2","713.3"
"12617","11/10/11 14:39","1","355.53"
"12618","11/18/11 11:10","1","177.31"
"12619","9/23/11 9:00","9","3641.24"
"12620","9/20/11 10:06","3","1339.41"
"12621","9/19/11 14:56","20","13689.67"
"12622","4/21/11 16:39","1","180.1"
"12623","3/8/11 13:50","1","305.1"
"12624","8/25/11 15:04","2","641.13"
"12625","5/12/11 9:54","2","2683.82"
"12626","8/4/11 14:20","9","6620.48"
"12627","9/4/11 14:09","7","4478.53"
"12628","12/5/11 13:15","3","786.46"
"12630","11/30/11 10:48","2","1270.88"
"12631","10/13/11 13:53","1","640.5"
"12633","8/2/11 9:35","4","2163.98"
"12635","9/11/11 11:04","2","1689.18"
"12637","9/9/11 11:48","8","6021.9"
"12638","11/6/11 13:11","1","671.69"
"12639","4/15/11 12:48","1","486.1"
"12640","9/19/11 12:01","3","1174.58"
"12641","8/16/11 13:26","1","185.9"
"12642","8/24/11 9:23","3","1013.26"
"12643","8/3/11 12:56","6","3344.64"
"12644","8/2/11 10:33","1","477.91"
"12645","8/22/11 12:40","4","1775.18"
"12646","12/5/11 10:14","2","1346.97"
"12647","9/22/11 17:14","12","3722.82"
"12648","7/8/11 11:55","1","318.05"
"12649","8/24/11 14:41","3","623.51"
"12650","12/6/11 16:34","1","314.44"
"12651","1/9/11 12:46","1","114"
"12652","1/12/11 15:00","1","919.98"
"12653","7/14/11 10:41","2","2209.85"
"12654","5/26/11 10:43","5","601.98"
"12656","9/28/11 11:38","5","4051.17"
"12657","9/22/11 11:40","4","1643.18"
"12658","11/21/11 10:22","1","686.05"
"12659","11/10/11 11:53","1","91.68"
"12660","11/28/11 13:26","1","245.1"
"12662","8/24/11 13:42","11","3849.78"
"12664","9/13/11 15:35","9","4881.88"
"12665","1/19/11 8:34","1","63"
"12667","10/12/11 17:00","1","620.13"
"12668","3/25/11 14:53","4","3807.15"
"12669","7/12/11 9:54","3","2744.03"
"12670","9/2/11 9:51","5","2996.05"
"12672","1/14/11 9:20","1","225.9"
"12673","12/4/11 13:55","2","610.52"
"12674","9/9/11 10:51","4","1970.6"
"12676","9/30/11 9:25","6","1331.39"
"12678","9/22/11 10:52","12","17628.46"
"12679","9/13/11 10:34","4","1113.02"
"12680","9/27/11 12:53","4","880.81"
"12681","9/23/11 12:09","22","13787.54"
"12682","9/19/11 12:19","31","12288.22"
"12683","9/8/11 10:35","15","8476.57"
"12684","6/22/11 11:20","7","2283.63"
"12685","9/8/11 10:32","6","2863.08"
"12686","12/3/10 9:51","1","89.14"
"12688","8/18/11 8:49","1","4873.81"
"12689","8/4/11 10:04","2","1247.61"
"12690","5/18/11 9:09","1","389.01"
"12691","7/17/11 14:56","6","1035.8"
"12693","8/4/11 17:51","4","855.91"
"12694","9/30/11 13:06","2","869.67"
"12695","8/24/11 12:58","4","582.1"
"12697","7/31/11 14:17","3","957.59"
"12700","7/6/11 13:14","4","4939.99"
"12701","9/21/11 10:47","2","797.71"
"12702","11/20/11 10:36","1","219"
"12703","9/29/11 17:52","1","283.55"
"12704","9/22/11 18:14","8","2340.84"
"12705","9/23/11 12:55","9","6868.29"
"12707","2/21/11 8:38","1","603.42"
"12708","9/28/11 13:30","10","2712.91"
"12709","9/4/11 14:06","15","9736.52"
"12710","9/4/11 12:00","3","1149.02"
"12712","8/25/11 9:18","13","4396.13"
"12713","12/9/11 12:16","1","848.55"
"12714","8/25/11 9:55","5","4708.86"
"12715","8/25/11 15:22","1","353.86"
"12716","7/29/11 13:28","2","1053.49"
"12717","7/11/11 14:47","2","1030.98"
"12718","9/29/11 16:38","1","238.25"
"12719","12/4/11 13:45","2","644.95"
"12720","9/6/11 13:47","25","5781.73"
"12721","9/21/11 12:26","6","2656.13"
"12722","9/15/11 14:50","4","997.63"
"12723","12/6/11 10:19","5","725.07"
"12724","9/19/11 12:36","4","1031.41"
"12725","12/3/10 15:45","1","427.8"
"12726","9/14/11 14:19","7","2609.1"
"12727","9/5/11 13:38","7","3980.7"
"12728","9/29/11 15:31","4","836.33"
"12729","8/18/11 11:40","1","453.01"
"12731","9/30/11 12:06","12","18895.91"
"12732","6/13/11 11:33","1","236.26"
"12733","4/19/11 16:19","1","383.95"
"12734","12/22/10 12:47","1","110.4"
"12735","1/6/11 14:26","2","779.57"
"12736","1/11/11 7:57","1","234"
"12738","12/2/10 18:27","1","155.35"
"12739","9/22/11 13:00","2","1013.04"
"12740","10/7/11 10:44","1","427.6"
"12743","7/28/11 16:21","2","546.43"
"12744","7/18/11 11:55","7","21279.29"
"12747","8/22/11 10:38","11","4196.01"
"12748","9/9/11 13:20","210","33719.73"
"12749","8/1/11 12:50","5","4090.88"
"12750","8/3/11 9:13","1","275.88"
"12752","9/19/11 13:32","1","4366.78"
"12753","7/27/11 9:32","6","21429.39"
"12754","4/18/11 9:00","3","3010.74"
"12755","3/4/11 12:42","2","3811.95"
"12756","9/14/11 9:31","1","112.08"
"12757","7/20/11 12:05","13","7857.1"
"12758","8/15/11 10:22","2","2791.59"
"12759","6/21/11 9:26","3","1531.44"
"12762","12/2/11 10:23","2","1898.52"
"12763","7/24/11 14:12","2","494.08"
"12764","1/27/11 10:19","1","1693.88"
"12766","7/13/11 13:37","7","6989.63"
"12769","4/15/11 10:25","1","1143.6"
"12770","5/13/11 9:33","1","1351.45"
"12772","10/11/11 9:19","1","892.47"
"12775","6/3/11 7:48","5","1386.04"
"12778","6/9/11 15:29","6","822.23"
"12779","6/3/11 10:37","8","3981.36"
"12781","2/28/11 8:43","2","826.74"
"12782","7/13/11 10:30","5","2330.92"
"12783","9/25/11 15:35","6","2225.91"
"12784","11/30/11 15:38","2","574.42"
"12785","12/10/10 13:48","1","311.95"
"12787","9/9/11 12:24","3","463.66"
"12789","10/5/11 13:34","1","91.85"
"12790","5/31/11 14:14","1","324.92"
"12791","12/1/10 11:27","1","192.6"
"12792","3/28/11 11:36","1","400.54"
"12793","12/3/10 15:14","2","545.48"
"12794","9/2/11 12:01","2","860.41"
"12795","11/21/11 10:27","1","430.48"
"12797","12/9/10 10:55","1","254.03"
"12798","6/22/11 10:11","3","6977.04"
"12802","6/6/11 9:36","1","427.58"
"12808","6/8/11 12:21","3","483.65"
"12809","6/15/11 10:51","1","489.31"
"12811","3/24/11 9:42","3","514.85"
"12812","10/26/11 9:54","1","229.64"
"12814","8/30/11 12:11","1","125.92"
"12815","7/15/11 10:21","2","1063.46"
"12816","9/5/11 12:41","2","572.2"
"12817","3/3/11 16:28","1","166.04"
"12818","3/23/11 12:06","1","1542.08"
"12820","9/26/11 11:49","4","942.34"
"12821","5/9/11 15:51","1","92.72"
"12822","9/30/11 10:04","2","948.88"
"12823","9/26/11 7:35","5","1759.5"
"12824","10/11/11 12:49","1","397.12"
"12826","9/29/11 10:55","7","1474.72"
"12827","12/4/11 12:17","3","430.15"
"12828","9/1/11 17:14","6","1018.71"
"12829","12/14/10 14:54","2","293"
"12830","9/9/11 15:02","6","6814.64"
"12831","3/22/11 13:02","1","215.05"
"12832","9/2/11 13:48","2","383.03"
"12833","7/17/11 13:46","1","417.38"
"12834","3/2/11 9:49","1","312.38"
"12836","7/25/11 15:22","4","2612.86"
"12837","6/19/11 16:07","1","134.1"
"12838","12/1/10 11:57","2","683.13"
"12839","9/8/11 13:17","14","5591.42"
"12840","7/19/11 9:29","4","2726.77"
"12841","9/11/11 12:13","25","4022.35"
"12842","9/30/11 15:33","2","1118.99"
"12843","7/3/11 12:21","8","1702.26"
"12844","8/1/11 13:11","2","325.96"
"12845","3/17/11 13:34","4","354.09"
"12847","11/17/11 13:16","1","871.54"
"12849","3/16/11 12:26","2","1050.89"
"12851","9/4/11 12:41","1","135.18"
"12852","2/18/11 8:47","1","311.55"
"12853","7/28/11 11:29","6","1957.1"
"12854","9/22/11 12:15","3","1324.5"
"12855","12/2/10 9:37","1","38.1"
"12856","12/2/11 10:52","6","2179.93"
"12857","5/13/11 10:20","2","1106.4"
"12863","10/18/11 14:15","1","521.2"
"12864","7/24/11 13:03","1","147.12"
"12865","8/8/11 10:11","2","1568.23"
"12866","3/1/11 14:11","1","559.12"
"12867","9/4/11 13:35","7","4036.82"
"12868","6/7/11 10:42","6","1607.06"
"12871","9/16/11 15:07","2","380.64"
"12872","12/9/10 14:44","2","599.97"
"12873","3/2/11 14:58","1","374"
"12875","7/19/11 15:30","2","343.23"
"12876","5/27/11 13:34","2","2218.02"
"12877","9/22/11 13:05","12","1535.77"
"12878","4/17/11 13:07","2","854.99"
"12879","9/9/11 12:11","3","573.22"
"12881","3/9/11 11:44","1","298"
"12882","11/6/11 11:22","2","1463.04"
"12883","9/11/11 15:18","4","703.47"
"12884","9/12/11 13:10","1","309.05"
"12885","8/8/11 11:45","3","1175.22"
"12886","5/4/11 11:21","2","1378.4"
"12888","5/9/11 16:02","2","354.12"
"12890","11/15/11 17:26","1","380.47"
"12891","6/7/11 12:31","3","331"
"12893","11/9/11 12:34","1","188.14"
"12895","9/14/11 8:35","2","372.8"
"12897","5/19/11 12:13","2","216.5"
"12901","9/19/11 13:39","28","17654.54"
"12902","3/20/11 12:06","1","138.68"
"12904","6/20/11 13:18","2","509.58"
"12906","9/22/11 15:03","5","2919.81"
"12908","6/16/11 15:39","2","750"
"12909","9/13/11 12:22","5","2178.67"
"12910","9/22/11 12:55","8","3075.04"
"12912","12/7/11 8:55","5","1662.3"
"12913","3/2/11 10:49","5","2483.63"
"12915","7/14/11 11:34","2","363.65"
"12916","7/24/11 10:35","4","3006.15"
"12917","8/3/11 16:42","1","594"
"12919","8/15/11 11:39","6","1335.19"
"12920","11/22/11 15:05","1","164.23"
"12921","9/2/11 13:01","37","16587.09"
"12922","7/1/11 15:35","1","405.38"
"12923","10/6/11 16:20","1","176.97"
"12924","9/12/11 13:55","4","933.7"
"12925","9/26/11 11:05","2","694.05"
"12928","7/15/11 8:09","5","2062.7"
"12929","2/1/11 12:08","1","117.85"
"12930","9/22/11 15:18","2","415.8"
"12931","8/4/11 18:07","15","42055.96"
"12933","6/21/11 16:13","3","607.53"
"12935","8/22/11 12:22","7","2160.7"
"12936","9/22/11 13:51","4","1063.9"
"12937","9/29/11 14:38","4","1504.27"
"12938","11/14/11 11:21","1","114.14"
"12939","9/21/11 13:35","8","11581.8"
"12940","9/13/11 10:16","2","913.54"
"12942","7/31/11 14:39","3","683.9"
"12944","12/20/10 10:41","2","604.51"
"12945","2/24/11 14:15","1","462.95"
"12947","7/19/11 10:06","6","1603.99"
"12948","8/26/11 14:45","7","2064.95"
"12949","8/17/11 15:11","8","4167.22"
"12950","12/7/11 13:17","3","1843"
"12951","6/19/11 10:35","6","1064.07"
"12952","9/22/11 16:37","4","1387.79"
"12953","11/30/11 9:24","1","329.85"
"12955","9/8/11 12:48","11","4757.16"
"12956","2/6/11 16:08","1","108.07"
"12957","9/29/11 12:01","8","4017.54"
"12962","8/18/11 13:38","2","266.39"
"12963","9/16/11 9:03","8","1856.63"
"12965","9/11/11 15:31","1","771.91"
"12966","11/30/11 12:38","1","160.18"
"12967","12/3/10 9:49","2","1660.9"
"12968","8/19/11 15:44","1","135.95"
"12970","12/2/11 14:30","4","452.24"
"12971","9/8/11 14:02","86","11189.91"
"12974","5/26/11 9:33","1","144.8"
"12976","5/12/11 9:55","1","738.6"
"12977","7/6/11 16:40","1","39.24"
"12980","7/5/11 9:34","9","7374.9"
"12981","7/29/11 14:14","2","372.22"
"12982","4/11/11 11:51","1","390.54"
"12984","11/21/11 12:37","1","97.5"
"12985","12/9/11 10:46","2","1239.38"
"12987","9/27/11 12:03","2","558.7"
"12988","2/20/11 14:31","1","535.32"
"12989","9/12/11 15:43","15","6924.11"
"12990","6/7/11 14:27","3","409.5"
"12991","8/19/11 14:39","2","503.76"
"12993","8/11/11 12:01","4","414.76"
"12994","8/11/11 17:02","3","974.42"
"12995","9/15/11 15:44","1","211.32"
"12997","9/12/11 8:24","4","1226.89"
"12999","5/27/11 13:24","3","455.88"
"13000","8/25/11 10:43","3","534.85"
"13001","7/4/11 16:08","13","9818.82"
"13002","1/25/11 15:18","1","120.95"
"13003","8/26/11 10:50","3","149.05"
"13004","9/23/11 8:30","18","5655.91"
"13005","6/19/11 10:53","2","513.7"
"13006","10/14/11 13:49","1","81.57"
"13008","1/20/11 14:24","1","229.47"
"13011","12/2/10 17:22","1","50.55"
"13012","9/22/11 16:53","8","1661.84"
"13013","9/8/11 11:46","13","4810.94"
"13014","9/26/11 10:35","10","3466.28"
"13015","5/26/11 16:25","5","3346.28"
"13016","9/27/11 14:08","3","789.89"
"13017","12/2/11 15:53","1","204"
"13018","9/8/11 12:01","28","7277.7"
"13021","9/30/11 15:03","9","2616.38"
"13023","8/2/11 9:34","2","689.9"
"13026","9/8/11 10:01","5","975.36"
"13027","8/18/11 9:39","6","6912"
"13028","11/17/11 11:10","2","661.32"
"13029","7/24/11 11:37","3","1247.5"
"13030","12/6/10 14:31","2","799.48"
"13032","9/13/11 16:40","2","1010.18"
"13033","12/17/10 14:23","1","190.55"
"13034","12/5/10 14:52","2","642.77"
"13035","9/27/11 8:57","2","921.88"
"13037","7/24/11 15:46","3","881.07"
"13038","9/20/11 14:37","3","908.46"
"13040","12/1/11 10:38","2","676.99"
"13043","3/11/11 14:52","1","516.42"
"13044","2/21/11 15:20","1","560.47"
"13045","9/1/11 15:04","1","305.28"
"13046","3/18/11 15:43","2","629.31"
"13047","8/4/11 17:58","10","3237.54"
"13048","8/18/11 11:23","4","1835.91"
"13049","10/6/11 15:31","2","656.68"
"13050","8/25/11 14:21","17","5836.86"
"13052","5/11/11 14:12","1","348.15"
"13055","9/22/11 14:26","3","1214.41"
"13058","7/11/11 12:01","3","271.4"
"13059","4/4/11 10:40","1","183.4"
"13060","3/31/11 11:37","1","307.53"
"13061","9/28/11 16:04","1","248.61"
"13062","6/1/11 15:12","1","346.98"
"13064","9/12/11 13:56","4","1119.49"
"13065","12/1/10 16:52","1","205.86"
"13066","11/7/11 17:06","2","470.8"
"13067","9/18/11 13:38","1","115.46"
"13068","11/29/11 15:00","2","344"
"13069","9/1/11 11:48","24","4436.12"
"13070","5/31/11 13:45","1","228.8"
"13072","3/18/11 8:12","1","177.15"
"13075","8/2/11 10:19","1","919.61"
"13077","2/22/11 16:19","4","729.27"
"13078","9/18/11 12:15","26","12627.94"
"13079","9/9/11 15:25","5","220.1"
"13080","6/13/11 14:59","1","58.08"
"13081","7/19/11 11:47","11","28337.38"
"13082","8/5/11 16:16","9","3613.63"
"13083","9/25/11 10:46","2","303.75"
"13085","7/5/11 12:11","2","416.08"
"13089","9/30/11 10:19","97","58825.83"
"13090","7/26/11 14:51","14","8910.82"
"13091","11/11/11 15:54","1","345.82"
"13092","9/30/11 11:18","5","477.83"
"13093","3/9/11 12:14","8","7832.47"
"13094","9/20/11 14:57","12","1927.32"
"13095","9/30/11 12:03","1","74.4"
"13097","9/23/11 12:58","10","6010.42"
"13098","9/6/11 15:34","28","28882.44"
"13099","9/1/11 17:40","1","207.36"
"13101","4/19/11 14:37","1","101.19"
"13102","9/19/11 14:43","24","6424.09"
"13103","10/31/11 9:38","1","243.94"
"13104","9/15/11 11:20","6","1098.48"
"13106","7/29/11 15:12","1","76.5"
"13107","9/15/11 9:41","4","1531.62"
"13108","12/2/10 10:35","1","350.06"
"13109","7/5/11 14:56","2","786.54"
"13110","7/25/11 16:20","7","1488.67"
"13113","8/9/11 12:00","24","12245.96"
"13115","6/8/11 16:15","4","2294.78"
"13116","7/24/11 14:33","1","501.14"
"13117","8/10/11 10:09","8","984.91"
"13118","5/15/11 13:22","5","1197.81"
"13120","4/15/11 10:19","1","30.6"
"13121","3/15/11 16:47","1","283.73"
"13122","9/6/11 15:53","2","922.39"
"13124","9/11/11 12:45","3","3866.33"
"13126","9/28/11 10:29","8","2099.64"
"13127","9/23/11 10:26","1","259.17"
"13130","9/6/11 15:30","1","64"
"13131","9/29/11 17:16","3","1073.3"
"13132","3/23/11 12:44","1","77.3"
"13133","3/11/11 10:31","2","109.8"
"13134","9/15/11 10:35","4","1793.58"
"13135","5/27/11 10:52","1","3096"
"13136","9/13/11 11:39","5","2607.61"
"13137","9/8/11 12:42","8","3650.41"
"13138","9/20/11 15:31","6","962.39"
"13139","9/28/11 13:13","7","5064.94"
"13140","8/23/11 15:33","3","423.72"
"13141","9/16/11 9:54","5","2388.75"
"13142","11/20/11 16:07","1","307.09"
"13144","1/11/11 11:15","1","110.95"
"13145","9/9/11 10:10","4","618.52"
"13146","11/13/11 15:29","1","228.91"
"13147","9/1/11 12:28","4","712.8"
"13148","7/3/11 12:36","12","3707.12"
"13149","8/25/11 13:40","4","1676.06"
"13151","2/17/11 12:29","1","1257.87"
"13153","12/4/11 12:14","1","486.22"
"13155","9/21/11 10:27","4","971.76"
"13157","7/21/11 14:34","4","1741.22"
"13158","9/6/11 11:58","4","1201.06"
"13159","8/25/11 15:12","4","1437.85"
"13160","11/17/11 13:07","1","91.8"
"13161","1/30/11 14:03","1","112.75"
"13162","8/9/11 15:59","4","1688.29"
"13165","12/23/10 14:06","2","1021.48"
"13166","3/1/11 15:16","1","417.2"
"13167","8/1/11 12:12","4","791.33"
"13168","5/24/11 13:56","4","1319.19"
"13169","4/1/11 14:24","2","712.88"
"13170","11/13/11 12:19","1","116.01"
"13171","2/13/11 14:16","3","468.41"
"13173","12/7/10 14:30","2","353.65"
"13174","12/5/10 16:24","3","2817.03"
"13176","10/24/11 15:43","1","492.84"
"13177","10/6/11 9:56","1","282.45"
"13178","9/27/11 13:21","11","5725.47"
"13182","10/25/11 13:46","1","121.18"
"13183","9/14/11 10:42","9","3957.78"
"13184","8/1/11 11:12","10","1701.29"
"13185","3/17/11 11:56","1","71.4"
"13186","9/7/11 11:46","3","1575.89"
"13187","1/6/11 18:57","1","236.02"
"13188","11/28/11 15:28","1","114.6"
"13189","8/16/11 13:12","2","260.68"
"13192","9/5/11 14:13","2","911.94"
"13193","10/9/11 14:30","1","117.88"
"13194","7/27/11 9:01","1","60.7"
"13196","9/16/11 12:48","4","1797.78"
"13198","8/11/11 12:48","6","3401.24"
"13199","9/8/11 14:53","38","9817.12"
"13200","9/26/11 14:00","4","870.09"
"13203","8/11/11 10:29","4","869.46"
"13207","7/12/11 11:35","2","250.26"
"13208","7/7/11 14:18","6","1223.9"
"13209","8/3/11 12:10","8","5891.61"
"13210","9/7/11 8:18","1","353.48"
